NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;T;T_MAX;T_MIN;MEAN_T_MAX;MEAN_T_MIN;NUM_FROST;NUM_ICE;NUM_SUMMER;NUM_HEAT;P;P_MAX;P_MIN;SUN_H;NUM_CLEAR;NUM_CLOUD;REL_HUM;REL_HUM_MAX;REL_HUM_MIN;WIND_VEL;NUM_WIND_VEL60;WIND_VEL_MAX;PRECP_SUM;NUM_PRECP_01;STAT_NUM
AT13;91900;91905;1911;191105;13.9;24.1;2.9;17.9;9.8;0;0;0;0;988.6;996.8;975.2;210;2;16;77;;;11.9;;;166;18;5901
AT13;91900;91905;1911;191106;16.6;26;7.9;20.9;12.4;0;0;3;0;992.6;1003.2;976.8;259;2;8;69;;;12.6;;;79;14;5901
AT13;91900;91905;1911;191107;21.1;31.1;11.1;25.4;16.3;0;0;17;6;995.3;1004.7;985.6;310;3;6;62;;;7.2;;;36;11;5901
AT13;91900;91905;1911;191108;20.6;28.6;11.6;25.3;16.5;0;0;19;0;991.6;1000.4;981.5;271;3;7;63;;;9.4;;;72;15;5901
AT13;91900;91905;1911;191109;15.8;28.6;5.1;20.4;11.4;0;0;8;0;993.6;1003.3;980.1;205;9;12;69;;;9.7;;;53;12;5901
AT13;91900;91905;1911;191110;9.4;20;1.3;13.1;6;0;0;0;0;993.2;1007.5;973.9;136;5;11;79;;;9;;;50;11;5901
AT13;91900;91905;1911;191111;6;16.1;0;9;2.8;0;0;0;0;990.2;1007.1;962.3;59;1;15;81;;;8.3;;;24;10;5901
AT13;91900;91905;1911;191112;2.8;9.4;-2;4.9;0.8;6;0;0;0;992.1;1006.3;974.7;31;2;21;84;;;11.9;;;64;18;5901
AT13;91900;91905;1912;191201;-2.6;11.1;-15.6;-0.3;-5.5;25;16;0;0;993.9;1011.7;954.5;78;5;14;74;;;14.4;;;27;14;5901
AT13;91900;91905;1912;191202;3;13.1;-15;5.7;-0.2;11;3;0;0;987.7;1004.7;957.5;61;0;18;81;;;10.8;;;50;16;5901
AT13;91900;91905;1912;191203;7.5;20.2;0;11.7;3.7;0;0;0;0;989.3;1003.7;972.3;126;1;15;72;;;10.4;;;51;16;5901
AT13;91900;91905;1912;191204;8.2;18.5;-3;12.4;4;3;0;0;0;991;1004.4;969.9;192;0;9;60;;;13.3;;;52;13;5901
AT13;91900;91905;1912;191205;13.9;29;1.9;18.3;9.4;0;0;2;0;989.4;1002.5;977.9;218;1;13;66;;;10.8;;;120;13;5901
AT13;91900;91905;1912;191206;18;25.8;9.9;21.9;13.8;0;0;4;0;988.5;996.5;977.2;200;1;11;72;;;11.5;;;91;14;5901
AT13;91900;91905;1912;191207;18.8;26;9.8;22.9;14.5;0;0;5;0;990.1;998.5;978.1;238;3;11;70;;;10.4;;;130;14;5901
AT13;91900;91905;1912;191208;16.5;24.9;8.9;20.6;12.5;0;0;0;0;988.2;997.1;976;190;6;10;74;;;13.3;;;51;19;5901
AT13;91900;91905;1912;191209;10.5;18;3.2;13.2;8.1;0;0;0;0;993.4;1002.8;981.3;86;0;19;76;;;15.1;;;94;17;5901
AT13;91900;91905;1912;191210;7.2;19;-1.2;10.6;3.9;2;0;0;0;993.6;1010.8;973.6;89;2;18;78;;;10.8;;;42;17;5901
AT13;91900;91905;1912;191211;2.2;10;-4.1;4.4;-0.1;15;1;0;0;992;1007.5;964;64;1;15;78;;;14.4;;;33;13;5901
AT13;91900;91905;1912;191212;2.9;13.1;-6.1;5.4;-0.1;14;3;0;0;996.8;1007.6;980.8;55;2;14;79;;;13.3;;;19;9;5901
AT13;91900;91905;1913;191301;-1.7;8.1;-15;0;-4.1;29;15;0;0;995.5;1008.7;978.7;43;1;20;81;;;10.8;;;30;10;5901
AT13;91900;91905;1913;191302;0.6;10.1;-10;3.6;-3.2;21;7;0;0;999.2;1011.6;983.5;116;6;9;67;;;11.9;;;9;4;5901
AT13;91900;91905;1913;191303;7.3;20;-8;12.3;2.4;6;1;0;0;994.5;1010.1;976.8;161;3;10;67;;;11.5;;;22;8;5901
AT13;91900;91905;1913;191304;9.6;25.5;-2.6;13.9;5.4;4;0;1;0;987.4;997.3;971.2;179;6;12;64;;;11.5;;;36;12;5901
AT13;91900;91905;1913;191305;13.5;26;2.5;18;9;0;0;2;0;989.3;1001.9;973.9;216;4;13;65;;;11.2;;;52;11;5901
AT13;91900;91905;1913;191306;17;28;6;21.5;12.5;0;0;8;0;992.8;1004.3;985.6;239;5;8;63;;;11.2;;;46;13;5901
AT13;91900;91905;1913;191307;16.1;25.1;9.6;20.1;12.6;0;0;2;0;988.2;995.3;981.9;190;1;14;73;;;11.9;;;155;23;5901
AT13;91900;91905;1913;191308;17.1;25.4;9;21.2;13.7;0;0;1;0;990.4;1000.5;974.9;202;2;11;73;;;10.1;;;83;19;5901
AT13;91900;91905;1913;191309;14.3;24.2;5.9;17.7;11.1;0;0;0;0;991.9;1000.9;978.4;157;3;10;78;;;8.6;;;56;11;5901
AT13;91900;91905;1913;191310;9.9;20;-1.6;13.7;6.4;1;0;0;0;993.8;1011.1;978.1;133;4;8;83;;;6.5;;;27;18;5901
AT13;91900;91905;1913;191311;6.8;14.2;-1;9.1;4.3;2;0;0;0;993.4;1007.2;973.9;52;2;16;83;;;10.4;;;93;22;5901
AT13;91900;91905;1913;191312;3;14.5;-6.1;5.3;0.4;14;2;0;0;991.4;1010.5;966;76;3;15;73;;;14.8;;;76;17;5901
AT13;91900;91905;1914;191401;-4.4;8.2;-14.1;-2.2;-7.2;28;23;0;0;995.6;1010;975.2;46;2;15;75;;;9.7;;;19;9;5901
AT13;91900;91905;1914;191402;-1.2;11.6;-12.7;1.3;-4;20;15;0;0;994.2;1010.1;967.3;31;1;21;88;;;6.1;;;5;3;5901
AT13;91900;91905;1914;191403;6.1;16.2;-2;9.8;2.5;3;0;0;0;984.3;1008.1;964.7;109;1;15;71;;;15.5;;;46;17;5901
AT13;91900;91905;1914;191404;11.5;22.1;2.2;16.7;6.1;0;0;0;0;994.8;1005.5;975.6;248;7;8;59;;;8.6;;;32;9;5901
AT13;91900;91905;1914;191405;13.7;23.9;0.2;18.1;9.4;0;0;0;0;991.6;1008;980.9;191;2;15;67;;;10.4;;;80;15;5901
AT13;91900;91905;1914;191406;16.9;26.3;7.2;21.3;12.9;0;0;4;0;989.3;1000.5;976.3;227;1;17;68;;;9;;;58;14;5901
AT13;91900;91905;1914;191407;18.2;27.9;10;22.6;14.3;0;0;14;0;987.5;995.2;974.3;240;2;8;71;;;12.6;;;134;12;5901
AT13;91900;91905;1914;191408;18.5;28;9.9;23.2;13.9;0;0;10;0;993.2;1003.3;981.9;299;10;4;71;;;6.1;;;43;8;5901
AT13;91900;91905;1914;191409;14.2;26.1;5;18.2;10.4;0;0;2;0;992.6;1002.7;973.2;163;5;11;68;;;12.2;;;78;16;5901
AT13;91900;91905;1914;191410;9.1;16.1;-1.6;12.2;6.3;1;0;0;0;991.5;1001.6;977.2;85;2;15;80;;;9;;;36;15;5901
AT13;91900;91905;1914;191411;3.7;13.2;-8;5.9;1.4;11;3;0;0;990.8;1003.6;971.1;49;0;19;82;;;9.7;;;27;12;5901
AT13;91900;91905;1914;191412;2.1;11.1;-4.2;3.9;0;13;0;0;0;990.6;1008.3;969.6;24;0;22;88;;;6.1;;;45;20;5901
AT13;91900;91905;1915;191501;1.7;10.2;-6.5;4;-0.3;13;6;0;0;979.7;1006.8;963.1;42;0;18;76;;;13.3;;;90;19;5901
AT13;91900;91905;1915;191502;1.1;10.3;-11.3;3.6;-1.4;15;3;0;0;987.9;1005.3;960.9;61;1;19;80;;;8.6;;;30;11;5901
AT13;91900;91905;1915;191503;3.1;14.1;-6.2;6.7;-0.2;14;2;0;0;986.5;1004.9;968.1;96;3;18;71;;;13;;;79;20;5901
AT13;91900;91905;1915;191504;9.7;20.4;-1.8;13.9;5.1;2;0;0;0;990.1;1001.3;973.7;178;4;13;66;;;8.6;;;65;10;5901
AT13;91900;91905;1915;191505;15;24.7;2.8;19.3;10.3;0;0;0;0;990.6;1000.9;978.1;210;1;10;66;;;7.6;;;41;10;5901
AT13;91900;91905;1915;191506;19.1;29;9;23.8;14.1;0;0;14;0;990.4;998;978.5;282;4;10;65;;;8.3;;;113;9;5901
AT13;91900;91905;1915;191507;18.4;28.2;9.9;22.5;14.4;0;0;7;0;990.2;997.9;980.9;219;1;11;72;;;9;;;101;17;5901
AT13;91900;91905;1915;191508;16.6;25.8;9.9;20.9;13.2;0;0;1;0;990.6;999.6;982;193;4;14;77;;;9.7;;;83;19;5901
AT13;91900;91905;1915;191509;12.9;23;2.9;16.8;9.1;0;0;0;0;992.2;1008.9;974.1;187;6;10;72;;;9.7;;;74;13;5901
AT13;91900;91905;1915;191510;7.9;15;0;10.2;5.8;0;0;0;0;992.3;999.3;983.1;38;0;24;83;;;6.8;;;89;13;5901
AT13;91900;91905;1915;191511;2.5;15;-11.8;4.8;0.2;11;5;0;0;989.2;1017.3;970;62;1;21;78;;;10.4;;;49;18;5901
AT13;91900;91905;1915;191512;4.8;17.1;-8.2;7.5;1.8;11;2;0;0;987.9;1006;974.7;20;1;21;81;;;8.6;;;48;18;5901
AT13;91900;91905;1916;191601;4.9;13.2;-3.2;7.4;2.2;5;0;0;0;997.4;1011.3;972.9;60;0;20;73;;;13.7;;;66;15;5901
AT13;91900;91905;1916;191602;1.3;11.3;-6.2;3.7;-1.3;20;4;0;0;988.9;1010.1;971.6;46;1;19;81;;;9.7;;;50;13;5901
AT13;91900;91905;1916;191603;7.7;17;0;11.3;4.1;0;0;0;0;981.5;1006.4;965.7;93;0;18;78;;;7.2;;;33;12;5901
AT13;91900;91905;1916;191604;9.8;21.7;0.9;14.4;5.2;0;0;0;0;986.9;1003.1;973.1;154;6;14;71;;;10.8;;;127;19;5901
AT13;91900;91905;1916;191605;14.9;25;5;19.5;9.9;0;0;2;0;989.9;1000.8;979.7;277;3;9;69;;;9.4;;;61;11;5901
AT13;91900;91905;1916;191606;15.7;27;6.3;20.5;11.1;0;0;3;0;988.6;997.7;977.7;213;1;16;71;;;10.1;;;84;17;5901
AT13;91900;91905;1916;191607;18.8;31.8;11.9;23.3;14.7;0;0;11;1;990;996.1;974.3;241;0;16;71;;;9.4;;;165;19;5901
AT13;91900;91905;1916;191608;17.8;29;9;22.4;13.5;0;0;9;0;989.2;1002.4;977.1;220;3;12;72;;;9.4;;;90;14;5901
AT13;91900;91905;1916;191609;13.3;24.1;3;17.2;10.1;0;0;0;0;990.7;1002.1;973.3;155;5;11;78;;;10.1;;;86;15;5901
AT13;91900;91905;1916;191610;9.5;23.5;1;12.7;6.6;0;0;0;0;993.9;1001.9;981.9;107;1;15;76;;;10.8;;;27;14;5901
AT13;91900;91905;1916;191611;6.2;17.8;-5;8.5;3.8;6;2;0;0;991.1;1008.9;960.4;53;1;19;82;;;10.1;;;26;14;5901
AT13;91900;91905;1916;191612;4.2;11.5;-2.3;6.3;2.1;6;0;0;0;984.1;1003.7;965.2;32;0;22;82;;;10.8;;;56;16;5901
AT13;91900;91905;1917;191701;-1.6;11.3;-15;0.8;-4;23;12;0;0;985.9;1007.2;970.4;53;3;21;78;;;8.3;;;86;17;5901
AT13;91900;91905;1917;191702;-3.7;6.3;-17.2;-1.2;-7.1;25;16;0;0;995.2;1009.5;983.9;94;5;16;76;;;6.5;;;21;11;5901
AT13;91900;91905;1917;191703;2.2;14.1;-3.8;5.1;-0.6;20;0;0;0;985.4;1012.1;953.9;66;0;20;72;;;11.5;;;44;15;5901
AT13;91900;91905;1917;191704;6.6;20;-1.1;10.4;2.9;2;0;0;0;986.7;1000;967.6;111;0;16;71;;;11.9;;;102;21;5901
AT13;91900;91905;1917;191705;15.8;26;3;20.7;9.6;0;0;4;0;992.4;1002.1;981.2;305;6;5;60;;;9.4;;;20;5;5901
AT13;91900;91905;1917;191706;19.8;29;9.5;24.6;14;0;0;13;0;994.3;1002.7;984.4;343;7;3;56;;;8.6;;;8;6;5901
AT13;91900;91905;1917;191707;20.6;31.1;12.9;25.2;16.1;0;0;18;2;991.2;999.6;982.1;273;1;14;58;;;11.5;;;47;12;5901
AT13;91900;91905;1917;191708;19.6;30.5;10.3;24.4;15;0;0;15;1;989;997.9;978.4;277;7;7;66;;;9.4;;;41;12;5901
AT13;91900;91905;1917;191709;16.8;29.3;7.8;22.2;11.8;0;0;4;0;995.2;1002.4;983.3;253;12;2;64;;;7.9;;;13;8;5901
AT13;91900;91905;1917;191710;9.3;23;1.9;13.2;5.8;0;0;0;0;989;1002.7;971.5;95;2;12;78;;;7.9;;;81;20;5901
AT13;91900;91905;1917;191711;5.6;14;-1.9;7.8;3.2;3;0;0;0;994.4;1006.5;970.7;52;1;19;76;;;10.8;;;46;14;5901
AT13;91900;91905;1917;191712;-1.2;9.1;-7.8;0.9;-3.8;29;12;0;0;994.1;1012.7;977.2;29;1;20;78;;;11.2;;;65;16;5901
AT13;91900;91905;1918;191801;0.1;13;-10.2;3.1;-2.7;25;3;0;0;994.6;1014.3;963.9;48;0;18;80;;;7.9;;;16;14;5901
AT13;91900;91905;1918;191802;1.8;12.3;-8.2;4.6;-1;16;7;0;0;1000.6;1015.5;977.3;79;3;14;74;;;13;;;34;10;5901
AT13;91900;91905;1918;191803;5.6;18;-6.1;9.6;1.8;9;0;0;0;993.3;1001.9;976.3;148;5;16;67;;;10.1;;;21;8;5901
AT13;91900;91905;1918;191804;12;20.2;0.3;16.9;7.3;0;0;0;0;985.8;996;975.2;141;0;13;70;;;9;;;55;12;5901
AT13;91900;91905;1918;191805;15.4;27;7;19.7;10.5;0;0;4;0;991.5;999.7;978.4;276;2;8;62;;;7.9;;;24;12;5901
AT13;91900;91905;1918;191806;15.4;27;6.9;19.9;11.1;0;0;1;0;990.5;999.7;980.3;226;1;14;63;;;11.9;;;138;18;5901
AT13;91900;91905;1918;191807;18.3;29.1;10.8;22.3;14.7;0;0;11;0;990.1;996.8;983.3;224;1;10;72;;;10.8;;;92;19;5901
AT13;91900;91905;1918;191808;17.9;29.2;11.1;22.4;14.3;0;0;6;0;991.1;1001.2;983.1;192;3;8;74;;;11.9;;;128;21;5901
AT13;91900;91905;1918;191809;15.1;23;7;19.8;11.2;0;0;0;0;990.3;999.5;976.9;199;4;9;80;;;8.6;;;41;18;5901
AT13;91900;91905;1918;191810;9.6;16.6;2.9;12.4;6.9;0;0;0;0;992.4;1004.4;980.3;87;4;19;84;;;9;;;100;22;5901
AT13;91900;91905;1918;191811;3.3;12.2;-5.1;4.7;1.9;17;5;0;0;996.8;1008;986;51;1;20;84;;;9;;;39;16;5901
AT13;91900;91905;1918;191812;3.1;15;-7.7;5.5;0.5;8;1;0;0;990.7;1005.1;971.1;21;1;21;84;;;9.7;;;94;25;5901
AT13;91900;91905;1919;191901;1.6;13.7;-8.3;3.2;-0.2;15;5;0;0;990.3;1008.1;966.9;18;0;25;85;;;7.6;;;44;17;5901
AT13;91900;91905;1919;191902;0.2;13.2;-9.2;2.6;-2.7;18;12;0;0;986.5;1006.9;967.3;72;1;14;78;;;9;;;24;9;5901
AT13;91900;91905;1919;191903;4.9;17.1;-2;8.5;1.9;5;0;0;0;986.5;998.7;961.2;99;1;15;76;;;11.9;;;67;14;5901
AT13;91900;91905;1919;191904;7.8;17.1;-0.6;11.3;4.3;3;0;0;0;987.5;999.7;968.1;113;0;9;70;;;13.7;;;68;15;5901
AT13;91900;91905;1919;191905;11.3;21.1;1.4;15;7.2;0;0;0;0;992.2;1000.4;975.6;219;4;12;66;;;13;;;104;19;5901
AT13;91900;91905;1919;191906;16.9;29.1;8.8;21.2;12.5;0;0;7;0;992.8;1005.1;976.8;233;6;10;64;;;11.2;;;72;11;5901
AT13;91900;91905;1919;191907;16.9;26.6;9.1;21.3;12.8;0;0;4;0;989.6;995.5;982.3;237;1;6;72;;;11.2;;;92;19;5901
AT13;91900;91905;1919;191908;18.5;31.2;9.2;23.4;13.8;0;0;10;1;992.8;999.5;983.1;254;6;6;67;;;10.1;;;48;9;5901
AT13;91900;91905;1919;191909;16.5;25.2;3.9;21.3;11.8;0;0;3;0;993.4;1005.7;973.7;248;13;2;75;;;7.6;;;75;10;5901
AT13;91900;91905;1919;191910;8;20.2;-1.2;10.9;5.5;1;0;0;0;993.3;1010.4;979.5;93;2;17;79;;;9;;;53;21;5901
AT13;91900;91905;1919;191911;2.6;13.5;-7;4.5;0;12;2;0;0;985;1003.2;965.5;36;0;20;83;;;11.2;;;86;19;5901
AT13;91900;91905;1919;191912;1.9;11.9;-8.6;4;-0.5;15;4;0;0;989.4;1004.8;970;32;0;18;79;;;11.9;;;58;19;5901
AT13;91900;91905;1920;192001;3;14.8;-4;5;0.8;13;3;0;0;991.4;1008.4;972.1;52;0;21;81;;;12.6;;;77;24;5901
AT13;91900;91905;1920;192002;3.5;12.6;-4.4;6.5;0.4;12;0;0;0;1001.2;1016.7;981.3;127;6;12;71;;;10.8;;;34;8;5901
AT13;91900;91905;1920;192003;7.4;18.3;-1.2;11.4;3.3;2;0;0;0;992.7;1007.5;971.1;134;3;13;67;;;11.9;;;17;11;5901
AT13;91900;91905;1920;192004;12.4;24.9;2;17;8.2;0;0;0;0;986.6;996.9;972.3;187;0;7;65;;;14.4;;;50;9;5901
AT13;91900;91905;1920;192005;16;26.2;2.5;20.3;11.4;0;0;4;0;994.4;1006;986.9;272;6;7;71;;;9.4;;;81;14;5901
AT13;91900;91905;1920;192006;16;26.1;8;19.5;12.8;0;0;2;0;990.3;998.1;982.8;156;0;14;73;;;9.7;;;105;21;5901
AT13;91900;91905;1920;192007;19.3;29.8;8.5;23.8;15.1;0;0;12;0;991.3;1003.5;983.7;275;8;8;73;;;10.4;;;130;17;5901
AT13;91900;91905;1920;192008;16.9;26;7.5;20.9;13.4;0;0;2;0;991.6;1001.2;984.4;196;4;8;77;;;11.5;;;136;18;5901
AT13;91900;91905;1920;192009;14.8;24.1;6;18.5;11.6;0;0;0;0;993.3;1000.4;983.1;158;1;8;81;;;7.6;;;43;25;5901
AT13;91900;91905;1920;192010;7.1;20.1;-9.1;10.9;3.6;3;2;0;0;996.1;1006.4;983.6;169;10;7;74;;;7.6;;;1;7;5901
AT13;91900;91905;1920;192011;0;6.8;-5.4;2;-2.3;24;8;0;0;1002.1;1013.9;992.3;;0;16;79;;;7.9;;;2;5;5901
AT13;91900;91905;1920;192012;1.1;13.8;-7.1;2.6;-0.9;17;5;0;0;994;1004.4;982.8;20;0;24;92;;;5;;;115;20;5901
AT13;91900;91905;1921;192101;5;13.2;-6.2;7.6;2.2;7;0;0;0;993.5;1010.4;973.1;87;1;9;76;;;15.1;;;67;18;5901
AT13;91900;91905;1921;192102;1.7;9.5;-7;3.9;-0.7;15;2;0;0;998.8;1012.4;979.6;112;6;13;74;;;15.1;;;90;11;5901
AT13;91900;91905;1921;192103;6.6;19.5;-4.8;12.2;1.1;10;0;0;0;997.8;1011.1;982.3;251;14;1;57;;;11.2;;;2;2;5901
AT13;91900;91905;1921;192104;8.7;20.7;1.4;12.5;4.7;0;0;0;0;991.1;1004.1;974.9;157;6;14;66;;;12.6;;;148;17;5901
AT13;91900;91905;1921;192105;16.1;25.1;4.9;20.2;10.9;0;0;1;0;990.4;999.3;976.9;300;9;2;67;;;11.5;;;47;11;5901
AT13;91900;91905;1921;192106;16.6;29.4;7;21;12.2;0;0;5;0;991.4;998.7;981.3;228;5;7;64;;;11.9;;;63;14;5901
AT13;91900;91905;1921;192107;20.7;33.1;10.4;25.2;16;0;0;17;5;992.8;1000;983.7;288;10;5;60;;;10.8;;;46;8;5901
AT13;91900;91905;1921;192108;19.9;33.3;11;25;15;0;0;13;5;990.3;1000.1;976.7;287;10;1;62;;;12.6;;;32;7;5901
AT13;91900;91905;1921;192109;14.9;27.6;1;19.9;10;0;0;5;0;997.2;1007.7;984.8;252;12;2;65;;;9.7;;;27;9;5901
AT13;91900;91905;1921;192110;11.4;21.9;-0.9;16.1;7.2;1;0;0;0;998.3;1007.6;978.1;181;9;6;72;;;11.2;;;53;8;5901
AT13;91900;91905;1921;192111;1.7;15.2;-8.7;3.7;-0.4;14;8;0;0;996.3;1011.5;978.3;46;2;19;79;;;11.2;;;37;15;5901
AT13;91900;91905;1921;192112;0.6;14.5;-13.5;3.4;-2.6;18;9;0;0;994.6;1007.1;978.9;61;1;12;73;;;14.4;;;45;12;5901
AT13;91900;91905;1922;192201;-2.1;9.8;-12.9;-0.2;-4.7;26;18;0;0;988.9;1005.7;966.7;44;3;14;77;;;14.4;;;78;17;5901
AT13;91900;91905;1922;192202;-1.8;11;-15;0.8;-4.9;22;10;0;0;994.5;1010.8;966.3;53;2;14;78;;;10.8;;;29;13;5901
AT13;91900;91905;1922;192203;5.9;18.5;-2.1;9.6;2.5;5;0;0;0;987.5;1005.9;966.8;136;5;10;68;;;11.9;;;35;13;5901
AT13;91900;91905;1922;192204;8.1;23.8;-2.3;12.3;3.8;1;0;0;0;985;995.9;969.5;146;3;12;69;;;11.5;;;24;18;5901
AT13;91900;91905;1922;192205;15.3;26.9;3.3;19.9;10.3;0;0;5;0;995.5;1008.3;980.7;282;6;4;58;;;13.7;;;30;10;5901
AT13;91900;91905;1922;192206;18.3;27.2;10;22.8;13.7;0;0;12;0;990.2;997.5;981.1;254;4;6;61;;;13.7;;;58;14;5901
AT13;91900;91905;1922;192207;18.9;31.6;10.2;24;13.8;0;0;13;4;990.5;999.2;957.1;304;11;3;61;;;15.5;;;34;13;5901
AT13;91900;91905;1922;192208;18;28.5;9;22.9;13.6;0;0;8;0;992.2;999.1;982.1;263;8;5;69;;;10.8;;;57;14;5901
AT13;91900;91905;1922;192209;12.6;22;5;16.1;9.8;0;0;0;0;989.9;1003.9;970.1;90;2;20;79;;;11.9;;;181;19;5901
AT13;91900;91905;1922;192210;6.8;16.6;-0.3;9.2;4.7;2;0;0;0;991.4;1002.9;978.5;51;2;23;82;;;9.4;;;146;21;5901
AT13;91900;91905;1922;192211;3.1;12.3;-5.2;5.6;0.5;10;1;0;0;994.9;1010;962.3;74;1;15;75;;;14.4;;;31;13;5901
AT13;91900;91905;1922;192212;1.4;11.2;-5.6;3.3;-0.9;17;7;0;0;991;1006.9;959.6;24;1;22;83;;;9.4;;;50;15;5901
AT13;91900;91905;1923;192301;1.9;8.2;-4.9;3.5;-0.1;16;3;0;0;995.2;1009.9;980.5;38;1;21;76;;;14.8;;;53;18;5901
AT13;91900;91905;1923;192302;0.9;10.3;-8;3.2;-1.6;21;7;0;0;986.9;998.8;974.3;61;1;17;79;;;9.7;;;34;11;5901
AT13;91900;91905;1923;192303;5.7;17.4;-1.7;9.1;2;3;0;0;0;992.9;1002.5;969.9;154;7;11;72;;;8.6;;;69;12;5901
AT13;91900;91905;1923;192304;8.1;19.7;-2.9;12.5;4.1;5;0;0;0;986;1002.9;972.5;132;4;16;70;;;9.7;;;59;16;5901
AT13;91900;91905;1923;192305;15.2;28.8;2.8;20;10.1;0;0;3;0;991;1001.9;973.6;272;3;5;68;;;8.6;;;37;10;5901
AT13;91900;91905;1923;192306;14.2;25;5.7;18.4;10.7;0;0;1;0;991.8;1001.7;974.8;178;0;15;70;;;11.5;;;69;20;5901
AT13;91900;91905;1923;192307;20.6;30.8;9.5;24.9;15.6;0;0;19;1;994;1003.5;982.1;306;8;5;60;;;7.9;;;53;8;5901
AT13;91900;91905;1923;192308;18.5;31;10.6;23.9;13.6;0;0;12;1;992.1;999.9;980;274;6;4;66;;;8.6;;;45;12;5901
AT13;91900;91905;1923;192309;14.6;25.3;6;19.3;11;0;0;2;0;995.1;1003.6;983.1;173;6;12;74;;;7.9;;;50;14;5901
AT13;91900;91905;1923;192310;11.6;23.7;3;15.4;8.8;0;0;0;0;989.6;1003.5;974.1;115;2;11;82;;;8.6;;;81;18;5901
AT13;91900;91905;1923;192311;5.3;14.5;-3;7.8;3.1;5;0;0;0;987.9;999.5;974.9;32;0;21;86;;;5.4;;;35;15;5901
AT13;91900;91905;1923;192312;-0.4;7.8;-17;1.3;-2.4;16;10;0;0;988.8;1005.2;973.1;34;1;20;81;;;11.5;;;86;20;5901
AT13;91900;91905;1924;192401;-2.4;5.3;-12;-0.6;-4.8;30;16;0;0;995.3;1009.9;978.3;36;1;21;77;;;9.7;;;22;12;5901
AT13;91900;91905;1924;192402;-2.1;6.3;-10.3;0.1;-4.6;25;18;0;0;987.9;1006;970.3;66;5;13;75;;;12.6;;;33;12;5901
AT13;91900;91905;1924;192403;3.3;16;-7.1;6.9;0;17;1;0;0;989.9;1006.7;972.7;115;5;12;73;;;8.3;;;26;9;5901
AT13;91900;91905;1924;192404;8.5;21.9;-0.7;12.6;4.9;2;0;0;0;987.5;1009.7;971.7;116;0;13;70;;;10.4;;;70;15;5901
AT13;91900;91905;1924;192405;15.8;26.4;6;19.9;11.8;0;0;4;0;991.8;1001.6;979.9;235;5;9;72;;;7.9;;;85;16;5901
AT13;91900;91905;1924;192406;16.9;26.5;8;20.5;13.3;0;0;4;0;991;1000.8;966.1;209;6;12;72;;;9.7;;;108;15;5901
AT13;91900;91905;1924;192407;19;28.2;10.9;23.2;14.8;0;0;7;0;990.3;998.9;975.7;259;4;9;67;;;10.1;;;42;12;5901
AT13;91900;91905;1924;192408;16.6;25.7;8.8;20.3;13.2;0;0;2;0;990;1000.5;959.6;189;2;11;73;;;10.1;;;49;18;5901
AT13;91900;91905;1924;192409;15.4;24.6;8.1;19.4;12.4;0;0;0;0;991.7;1000.3;980.4;162;6;7;80;;;7.6;;;50;12;5901
AT13;91900;91905;1924;192410;10;20.4;0;13.8;6.3;0;0;0;0;995.6;1008.4;983.9;138;7;9;80;;;7.9;;;23;10;5901
AT13;91900;91905;1924;192411;3.2;19.9;-6.7;5.5;0.8;15;2;0;0;998.2;1008;971.9;80;4;15;80;;;10.4;;;15;13;5901
AT13;91900;91905;1924;192412;0.1;10;-6.3;1.7;-1.7;22;12;0;0;1000.5;1011.2;961.9;34;2;23;89;;;5;;;13;10;5901
AT13;91900;91905;1925;192501;1.8;14.4;-6.8;4.2;-0.9;17;6;0;0;1005.9;1019.2;990.7;55;3;17;79;;;10.4;;;7;5;5901
AT13;91900;91905;1925;192502;4.4;17.1;-4;8;1;11;0;0;0;989.6;1006.9;977.6;65;3;10;76;;;9.7;;;24;7;5901
AT13;91900;91905;1925;192503;3.2;15.9;-9;6.9;0;12;2;0;0;990.7;1005.3;970.9;111;2;15;69;;;11.9;;;18;13;5901
AT13;91900;91905;1925;192504;10.1;20.3;0;15.1;5.3;0;0;0;0;987.8;997.2;975.5;171;8;9;66;;;8.3;;;61;12;5901
AT13;91900;91905;1925;192505;15.5;25.8;5.3;19.8;11.3;0;0;2;0;988.4;1001.1;980.8;215;2;6;69;;;7.9;;;78;10;5901
AT13;91900;91905;1925;192506;16.4;28.3;9.3;20.4;12.6;0;0;4;0;990.6;1000.8;980.8;196;3;9;63;;;10.4;;;130;15;5901
AT13;91900;91905;1925;192507;19.1;28.1;11.5;23.3;15.2;0;0;9;0;990.4;998.4;981.7;250;1;8;70;;;7.9;;;90;13;5901
AT13;91900;91905;1925;192508;18.1;27.8;11;22.1;14.6;0;0;8;0;990.3;998.7;978.1;207;4;8;75;;;10.4;;;87;15;5901
AT13;91900;91905;1925;192509;13.3;25;3.6;17.3;10.6;0;0;1;0;992.2;1001.5;980.3;146;0;7;74;;;8.6;;;34;17;5901
AT13;91900;91905;1925;192510;9.5;20.8;0.6;13.3;6.1;0;0;0;0;992.5;1005.1;972.8;132;7;11;80;;;7.9;;;35;14;5901
AT13;91900;91905;1925;192511;4.2;20;-4.8;6.2;2.4;9;2;0;0;989.3;1009.3;960.8;43;0;20;82;;;7.6;;;108;13;5901
